id;product_id;value_id;price;default;note;rank;use_product_specific_note;use_product_specific_rank;use_product_specific_price;use_product_specific_image;optional
418;4805;3;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
419;4806;14;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
420;4806;71;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
421;4807;14;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
422;4807;71;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
423;4808;14;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
424;4808;35;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
425;4808;36;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
426;4808;71;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
427;4809;14;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
428;4809;71;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
429;4810;14;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
430;4810;35;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
431;4810;36;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
432;4810;37;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
433;4810;71;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
434;4811;14;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
435;4811;71;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
436;4812;14;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
437;4812;71;0,00;0;"=""""";NULL_VALUE;0;0;0;0;1
